subject_id,x,y
S208,-4.896546626582697,1.6228791234779716
S209,-5.373552608103106,0.09141771593025172
S210,-5.058269128662228,-2.1273324870147388
S211,-5.216767528442004,2.213091570256148
S212,-1.985921248505486,-3.564139103278137
S213,-0.8357304767596758,-1.71005813035049
S214,1.144433989796689,-3.293942226127963
S215,-1.6301571856110788,0.8032699314718872
S216,4.036142261043912,6.806139506858604
S217,14.561055754700972,0.819052029784412
S218,-6.730263818074327,0.0012521535886706719
S219,-5.957638151475871,-2.5465287375139614
S220,-5.905723063745606,-1.7180246299961242
S221,2.8720147350020993,-3.7546705687830997
S222,-3.199928893676311,3.301822218727113
S223,-1.5448892392097353,-0.8585689558735878
S224,-4.385433211264362,-1.1214430731892189
S225,-0.27748407876491027,-2.904176384190492
S226,-4.45638873303671,-0.317469188513981
S227,-1.262201981499409,-1.2718289076302876
S228,-1.996392550117752,3.6858898910605626
S229,-0.5474763518332585,4.287601031183156
S230,-7.472466015505509,-0.15487222252348
S231,1.7016252917734633,5.894788217658492
S232,-0.15121566645213774,1.5533432070511521
S233,0.18367375393176313,5.050247830930529
S234,4.474733366638972,-5.869605170549004
S235,-5.464532810379689,-1.3889723922404318
S236,-3.344135506970735,0.11060615211000287
S237,7.537206335639402,18.04840558230423
S238,0.6630249860681521,-4.436264991364881
S239,-3.693997500036116,-1.9805769369406523
S240,-6.714157996052342,-0.9009058030422727
S241,-5.001672239628518,-2.1795722566706583
S242,3.3792001699823038,3.2062185103222203
S243,1.4831604891288293,0.031582114696449365
S244,-6.204620358181092,-2.7993086014985864
S245,-3.1111309167526846,0.8994352799048297
S246,4.541898764722116,0.7927063206073485
S247,2.060405266788686,-4.749712768817484
S248,-8.116661951283414,-0.20158200918674304
S249,-5.7800838050574725,-1.0244240507645046
S250,-5.730465527123705,-1.74274640849049
S251,2.550448633142235,2.494612572820187
S252,-6.6688753400397305,-0.12472277259116078
S253,-2.3028103591734186,-1.045856609873151
S254,-0.7909801367867701,-4.753429397755593
S255,-5.321617127834359,-1.7071041821194919
S256,-5.987697605931536,-0.47552059645220396
S257,-9.243803022333802,1.0072537695309378
S258,-3.9428443905457273,3.1975373985211255
S259,2.269849672088485,-1.2118122413418424
S260,-6.07898018740025,-2.0081899099066143
S261,-4.6400443629214605,5.0066214944647704
S262,-5.398490737897584,-1.1305792161668482
S263,2.793786324594617,4.258266408191733
S264,2.793786324594617,4.258266408191733
S265,-1.1079632055041753,3.4024665388244353
S266,-0.48724351501142754,-3.686319490565202
S267,-4.690038681568512,1.3422274148121804
S268,-1.2067214902925927,5.128783238595045
S269,-8.21474835743663,0.744290808033451
S270,-8.291859672631892,-0.8649046796482786
S271,-8.43100779487008,2.457080029373682
S272,-1.9642470977661877,5.872608555312877
S273,1.855624868085771,9.832553143584887
S274,-6.646739865086681,-1.4133591546051207
S275,-7.248743372766394,1.4879102136092306
S276,-5.9995286331223,1.1070411579920023
S277,-6.73708697106526,0.845445841799002
S278,-2.5075098836824075,7.15184804426395
S279,0.4396962546337205,-4.877117482232904
S280,-2.872110033452702,2.5142791204301442
S281,-6.615444259136852,0.5084418187746018
S282,10.60314211509405,-15.130166625504259
S283,1.3497164355270626,-1.4194038011985017
S284,-2.5882957552440837,-0.7382461289792953
S285,-7.491649293953523,0.6638682942458646
S286,3.3902733637521236,-4.584703482733982
S287,-6.844580733368117,-1.49337809496078
S288,-3.889926825027631,-3.6517950986679812
S289,0.6578859484673375,-6.9444519279982
S290,2.9443514860488116,1.3905668252379848
S291,-0.9738660098606938,-1.277149984783548
S292,13.141241177126556,-15.866577655611254
S293,-4.880051443008603,-0.9824579056737064
S294,-4.357023587304427,0.16527143977046388
S295,-5.595786882885547,1.3896497400525152
S296,-6.182088711652054,0.03378963903919034
S297,-0.7490963255508933,-3.941352187297673
S298,2.141091890977242,-0.6242137323054147
S299,-5.993225972864028,-1.8228050716058009
S300,-7.5279030772404285,0.40011080822756395
S301,-1.6793860770973035,-3.476279236424256
S302,-4.833283580079012,-3.0766043093526725
S303,7.126600714604938,-2.429699609045059
S304,2.187461451969593,-2.761679167181324
S305,-0.255570279781212,-1.6926704767808995
S306,0.07035307303293556,-4.5779363851794
S307,-3.2342994358662054,1.460897564664566
S308,-6.560470631095533,-0.6344341889600909
S309,-2.8844091653376056,-3.7260466386880733
S310,14.465920200543732,-0.17915968610497132
S311,-1.3266319119356915,-3.615388034906056
S312,-3.7857745925955264,-3.887805783563908
S313,-5.3911845896212265,-2.062954341660678
S314,9.701305126834288,-9.646662981861478
S315,-1.0587170498711311,-3.012313419174468
S316,-4.2704990015288855,-2.2568859800767034
S317,-4.093957748317916,-2.8510182009255245
S318,10.285961213168772,4.465341786557192
S319,-6.204749620540306,-1.7306527548298487
S320,3.0754989898775182,13.590254682831853
S321,-1.7960117990061788,1.9709458976336665
S322,10.350260436265197,-8.134041795221474
S323,1.9501174409525133,-1.2983097968115895
S324,4.632066697972058,-5.681189795845918
S325,-2.676821664520927,-0.40366561874350754
S326,24.76841306716355,-7.658578231112111
S327,-5.781454206917782,-0.13647082146424305
S328,-3.0789613168716046,-3.046618156334773
S329,-8.57429280853688,1.2331219912993472
S330,-2.7277899079124843,-1.1818228627773617
S331,-3.225260031139174,-3.459363244583265
S332,-4.723018746138857,-2.125998381628224
S333,-4.68288422403888,-2.129597849623811
S334,-3.269181099158137,-3.6987916010281405
S335,4.263023334707986,-2.289936881202141
S336,2.0960830180915506,-2.8719823025801734
S337,8.651536116563996,-7.856520853707278
S338,2.3909652518204885,-4.994632636118405
S339,1.0021455434012434,2.2363011723103563
S340,-7.135813778676476,-0.2917746731167335
S341,-2.3458477295144777,-5.454564640069441
S342,-3.402676519266242,-3.875581889436841
S343,21.778873738598993,26.513992217279096
S344,-2.009680414731393,-3.8787467785519674
S345,-4.113253676400337,-0.875562981228788
S346,-1.0955200377278116,-5.00767680197716
S347,-5.454565046394788,1.0236912284305335
S348,1.432140442160294,-1.4166400006044222
S349,-3.1983958772128696,-4.512007635903134
S350,-1.2599753596446988,-2.05908589727777
S351,-4.7205472177146115,-2.016220064035153
S352,-1.6513765825475832,-4.397689846574487
S353,-0.6419688749552043,-6.678835475342245
S354,-4.989676155961298,-2.8347932520730037
S355,-0.896988457489811,-0.4992087286161246
S356,-5.221188714381731,-1.0561628586384584
